Número da Publicação,Assunto,Região,Estado,Total
GM 00431/2021,UTI,SUL,RS,52608000.00
GM 00431/2021,UTI,SUL,SC,13056000.00
GM 00431/2021,UTI,CENTRO-OESTE,GO,20352000.00
GM 00431/2021,UTI,CENTRO-OESTE,MS,2592000.00
GM 00431/2021,UTI,CENTRO-OESTE,MT,6624000.00
GM 00395/2020,PANDEMIA,NORTE,AC,1733622.00
GM 00395/2020,PANDEMIA,NORTE,AM,8480420.00
GM 00395/2020,PANDEMIA,NORTE,AP,1685828.00
GM 00395/2020,PANDEMIA,NORTE,PA,17257802.00
GM 00395/2020,PANDEMIA,NORTE,RO,3715984.00
GM 00395/2020,PANDEMIA,NORTE,RR,1093782.00
GM 00395/2020,PANDEMIA,NORTE,TO,3198632.00
GM 00395/2020,PANDEMIA,NORDESTE,AL,6839378.00
GM 00395/2020,PANDEMIA,NORDESTE,BA,31045710.00
GM 00395/2020,PANDEMIA,NORDESTE,CE,18356726.00
GM 00395/2020,PANDEMIA,NORDESTE,MA,14242312.00
GM 00395/2020,PANDEMIA,NORDESTE,PB,8195718.00
GM 00395/2020,PANDEMIA,NORDESTE,PE,19301208.00
GM 00395/2020,PANDEMIA,NORDESTE,PI,6467782.00
GM 00395/2020,PANDEMIA,NORDESTE,RN,7196576.00
GM 00395/2020,PANDEMIA,NORDESTE,SE,4704414.00
GM 00395/2020,PANDEMIA,SUDESTE,ES,8277314.00
GM 00395/2020,PANDEMIA,SUDESTE,MG,42902712.00
GM 00395/2020,PANDEMIA,SUDESTE,RJ,33893082.00
GM 00395/2020,PANDEMIA,SUDESTE,SP,92129856.00
GM 00395/2020,PANDEMIA,SUL,PR,23077036.00
GM 00395/2020,PANDEMIA,SUL,RS,22833790.00
GM 00395/2020,PANDEMIA,SUL,SC,14532386.00
GM 00395/2020,PANDEMIA,CENTRO-OESTE,DF,6446096.00
GM 00395/2020,PANDEMIA,CENTRO-OESTE,GO,14034992.00
GM 00395/2020,PANDEMIA,CENTRO-OESTE,MS,5601408.00
GM 00395/2020,PANDEMIA,CENTRO-OESTE,MT,6910184.00
GM 00373/2021,UTI,NORTE,AC,3840000.00
GM 00373/2021,UTI,NORTE,AM,4800000.00
GM 00373/2021,UTI,NORTE,PA,720000.00
GM 00373/2021,UTI,NORTE,RO,3456000.00
GM 00373/2021,UTI,NORDESTE,AL,4176000.00
GM 00373/2021,UTI,NORDESTE,BA,44928000.00
GM 00373/2021,UTI,NORDESTE,CE,7824000.00
GM 00373/2021,UTI,NORDESTE,MA,7008000.00
GM 00373/2021,UTI,NORDESTE,PB,8832000.00
GM 00373/2021,UTI,NORDESTE,PE,2880000.00
GM 00373/2021,UTI,NORDESTE,PI,2400000.00
GM 00373/2021,UTI,NORDESTE,RN,7248000.00
GM 00373/2021,UTI,NORDESTE,SE,576000.00
GM 00373/2021,UTI,SUDESTE,ES,23136000.00
GM 00373/2021,UTI,SUDESTE,MG,41472000.00
GM 00373/2021,UTI,SUDESTE,RJ,11904000.00
GM 00373/2021,UTI,SUDESTE,SP,72576000.00
GM 00373/2021,UTI,SUL,PR,17616000.00
GM 00373/2021,UTI,SUL,RS,26880000.00
GM 00373/2021,UTI,SUL,SC,34560000.00
GM 00373/2021,UTI,CENTRO-OESTE,DF,960000.00
GM 00373/2021,UTI,CENTRO-OESTE,GO,14400000.00
GM 00373/2021,UTI,CENTRO-OESTE,MS,11088000.00
GM 00373/2021,UTI,CENTRO-OESTE,MT,7344000.00
GM 00132/2021,UTI,SUDESTE,SP,-1440000.00
