Número_da_Publicação,Assunto,Região,Estado, Total 
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,RS," R$ 1,784,405.83 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,SUL,SC," R$ 1,005,698.14 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,DF," R$ 422,502.73 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,GO," R$ 1,474,936.49 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,MS," R$ 570,983.06 "
GM 00827/2020,TABELA DE PROCEDIMENTOS,CENTRO-OESTE,MT," R$ 643,009.84 "
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 373,401.60 "
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 517,017.60 "
GM 00825/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 215,424.00 "
GM 00816/2020,UTI,SUDESTE,SP," R$ 2,044,000.00 "
GM 00815/2020,UTI,SUDESTE,ES," R$ 9,928,000.00 "
GM 00812/2020,UTI,SUDESTE,SP," R$ 2,920,000.00 "
GM 00810/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 157,977.60 "
GM 00809/2021,UTI,NORTE,PA," R$ 2,160,000.00 "
GM 00809/2021,UTI,NORDESTE,AL," R$ 720,000.00 "
GM 00809/2021,UTI,NORDESTE,BA," R$ 1,200,000.00 "
GM 00809/2021,UTI,NORDESTE,CE," R$ 2,112,000.00 "
GM 00809/2021,UTI,NORDESTE,PE," R$ 4,800,000.00 "
GM 00809/2021,UTI,SUDESTE,ES," R$ 2,304,000.00 "
GM 00809/2021,UTI,SUDESTE,MG," R$ 1,344,000.00 "
GM 00809/2021,UTI,SUDESTE,RJ," R$ 4,080,000.00 "
GM 00809/2021,UTI,SUDESTE,SP," R$ 13,968,000.00 "
GM 00809/2021,UTI,SUL,PR," R$ 4,080,000.00 "
GM 00809/2021,UTI,SUL,RS," R$ 480,000.00 "
GM 00809/2021,UTI,SUL,SC," R$ 960,000.00 "
GM 00809/2021,UTI,CENTRO-OESTE,DF," R$ 1,248,000.00 "
GM 00809/2021,UTI,CENTRO-OESTE,GO," R$ 2,400,000.00 "
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,RO," R$ 86,169.60 "
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 272,870.40 "
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 603,187.20 "
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 574,464.00 "
GM 00808/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 28,723.20 "
GM 00807/2021,UTI,SUDESTE,MG,"-R$ 480,000.00 "
GM 00803/2020,UTI,SUDESTE,RJ," R$ 4,380,000.00 "
GM 00797/2020,UTI,NORDESTE,BA," R$ 5,840,000.00 "
GM 00796/2020,UTI,SUL,RS," R$ 1,460,000.00 "
GM 00795/2020,UTI,SUDESTE,SP," R$ 8,760,000.00 "
GM 00794/2020,UTI,NORDESTE,PI," R$ 2,920,000.00 "
GM 00793/2020,UTI,NORDESTE,PI," R$ 1,460,000.00 "
GM 00792/2020,UTI,SUDESTE,MG," R$ 2,920,000.00 "
GM 00774/2020,PANDEMIA,NORTE,AC," R$ 17,038,977.61 "
GM 00774/2020,PANDEMIA,NORTE,AM," R$ 47,952,413.15 "
GM 00774/2020,PANDEMIA,NORTE,AP," R$ 10,494,750.60 "
GM 00774/2020,PANDEMIA,NORTE,PA," R$ 105,853,008.00 "
GM 00774/2020,PANDEMIA,NORTE,RO," R$ 33,486,454.78 "
GM 00774/2020,PANDEMIA,NORTE,RR," R$ 11,399,762.04 "
GM 00774/2020,PANDEMIA,NORTE,TO," R$ 34,970,559.81 "
GM 00774/2020,PANDEMIA,NORDESTE,AL," R$ 69,756,353.39 "
GM 00774/2020,PANDEMIA,NORDESTE,BA," R$ 260,347,851.30 "
GM 00774/2020,PANDEMIA,NORDESTE,CE," R$ 166,289,833.60 "
GM 00774/2020,PANDEMIA,NORDESTE,MA," R$ 94,420,155.85 "
GM 00774/2020,PANDEMIA,NORDESTE,PB," R$ 70,083,646.70 "
GM 00774/2020,PANDEMIA,NORDESTE,PE," R$ 186,640,816.30 "
GM 00774/2020,PANDEMIA,NORDESTE,PI," R$ 61,639,711.73 "
GM 00774/2020,PANDEMIA,NORDESTE,RN," R$ 58,586,535.06 "
GM 00774/2020,PANDEMIA,NORDESTE,SE," R$ 41,721,648.28 "
GM 00774/2020,PANDEMIA,SUDESTE,ES," R$ 69,077,289.03 "
GM 00774/2020,PANDEMIA,SUDESTE,MG," R$ 416,760,181.10 "
GM 00774/2020,PANDEMIA,SUDESTE,RJ," R$ 305,995,566.70 "
GM 00774/2020,PANDEMIA,SUDESTE,SP," R$ 774,038,184.30 "
GM 00774/2020,PANDEMIA,SUL,PR," R$ 231,798,151.40 "
GM 00774/2020,PANDEMIA,SUL,RS," R$ 241,104,398.30 "
GM 00774/2020,PANDEMIA,SUL,SC," R$ 133,386,196.70 "
GM 00774/2020,PANDEMIA,CENTRO-OESTE,DF," R$ 41,669,880.77 "
GM 00774/2020,PANDEMIA,CENTRO-OESTE,GO," R$ 118,642,233.50 "
GM 00774/2020,PANDEMIA,CENTRO-OESTE,MS," R$ 60,222,119.23 "
GM 00774/2020,PANDEMIA,CENTRO-OESTE,MT," R$ 56,901,078.92 "
GM 00769/2021,UTI,NORDESTE,PE," R$ 480,000.00 "
GM 00769/2021,UTI,SUDESTE,MG," R$ 240,000.00 "
GM 00769/2021,UTI,SUDESTE,SP," R$ 720,000.00 "
GM 00769/2021,UTI,SUL,SC," R$ 960,000.00 "
GM 00768/2021,UTI,SUDESTE,SP,"-R$ 144,000.00 "
GM 00766/2021,UTI,SUDESTE,MG,"-R$ 624,000.00 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 43,084.80 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 287,232.00 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 229,785.60 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 114,892.80 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 1,436,160.00 "
GM 00751/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 57,446.40 "
GM 00749/2021,UTI,NORDESTE,AL," R$ 480,000.00 "
GM 00749/2021,UTI,NORDESTE,RN," R$ 96,000.00 "
GM 00749/2021,UTI,SUDESTE,MG," R$ 1,968,000.00 "
GM 00749/2021,UTI,SUDESTE,RJ," R$ 816,000.00 "
GM 00749/2021,UTI,SUDESTE,SP," R$ 27,984,000.00 "
GM 00749/2021,UTI,SUL,SC," R$ 480,000.00 "
GM 00749/2021,UTI,CENTRO-OESTE,MS," R$ 144,000.00 "
GM 00747/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 14,361.60 "
GM 00746/2021,UTI,SUDESTE,SP,"-R$ 336,000.00 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 933,504.00 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,ES," R$ 157,977.60 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 215,424.00 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 574,464.00 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 976,588.80 "
GM 00745/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 129,254.40 "
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 43,084.80 "
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 71,808.00 "
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 114,892.80 "
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 416,486.40 "
GM 00744/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 445,209.60 "
GM 00743/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 272,870.40 "
GM 00742/2021,UTI,NORDESTE,MA,"-R$ 480,000.00 "
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 761,164.80 "
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,PR," R$ 172,339.20 "
GM 00737/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 86,169.60 "
GM 00735/2021,UTI,NORTE,AM," R$ 1,440,000.00 "
GM 00735/2021,UTI,NORDESTE,BA," R$ 1,920,000.00 "
GM 00735/2021,UTI,NORDESTE,CE," R$ 3,072,000.00 "
GM 00735/2021,UTI,NORDESTE,PE," R$ 864,000.00 "
GM 00735/2021,UTI,NORDESTE,RN," R$ 2,112,000.00 "
GM 00735/2021,UTI,SUDESTE,ES," R$ 576,000.00 "
GM 00735/2021,UTI,SUDESTE,MG," R$ 1,632,000.00 "
GM 00735/2021,UTI,SUDESTE,RJ," R$ 1,392,000.00 "
GM 00735/2021,UTI,SUDESTE,SP," R$ 5,088,000.00 "
GM 00735/2021,UTI,SUL,PR," R$ 576,000.00 "
GM 00735/2021,UTI,SUL,RS," R$ 720,000.00 "
GM 00735/2021,UTI,SUL,SC," R$ 96,000.00 "
GM 00735/2021,UTI,CENTRO-OESTE,MS," R$ 240,000.00 "
GM 00698/2021,UTI,SUL,RS,"-R$ 336,000.00 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 28,723.20 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,PA," R$ 2,068,070.40 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,RN," R$ 344,678.40 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 172,339.20 "
GM 00687/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 57,446.40 "
GM 00686/2021,UTI,SUDESTE,SP,"-R$ 480,000.00 "
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 28,723.20 "
GM 00685/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 186,700.80 "
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 86,169.60 "
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 129,254.40 "
GM 00684/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 114,892.80 "
GM 00683/2021,UTI,NORTE,AM," R$ 1,440,000.00 "
GM 00683/2021,UTI,NORTE,AP," R$ 912,000.00 "
GM 00683/2021,UTI,NORTE,PA," R$ 15,696,000.00 "
GM 00683/2021,UTI,NORTE,RO," R$ 1,056,000.00 "
GM 00683/2021,UTI,NORDESTE,AL," R$ 1,104,000.00 "
GM 00683/2021,UTI,NORDESTE,BA," R$ 8,448,000.00 "
GM 00683/2021,UTI,NORDESTE,CE," R$ 1,440,000.00 "
GM 00683/2021,UTI,NORDESTE,MA," R$ 672,000.00 "
GM 00683/2021,UTI,NORDESTE,PE," R$ 3,600,000.00 "
GM 00683/2021,UTI,NORDESTE,RN," R$ 1,440,000.00 "
GM 00683/2021,UTI,NORDESTE,SE," R$ 2,160,000.00 "
GM 00683/2021,UTI,SUDESTE,MG," R$ 7,776,000.00 "
GM 00683/2021,UTI,SUDESTE,SP," R$ 15,984,000.00 "
GM 00683/2021,UTI,SUL,PR," R$ 480,000.00 "
GM 00683/2021,UTI,SUL,RS," R$ 384,000.00 "
GM 00683/2021,UTI,SUL,SC," R$ 1,536,000.00 "
GM 00682/2021,UTI,SUDESTE,SP,"-R$ 960,000.00 "
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 71,808.00 "
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 86,169.60 "
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 402,124.80 "
GM 00681/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 459,571.20 "
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 28,723.20 "
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 244,147.20 "
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 100,531.20 "
GM 00680/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 287,232.00 "
GM 00660/2020,UTI,SUL,RS," R$ 2,920,000.00 "
GM 00658/2020,UTI,SUDESTE,RJ," R$ 1,460,000.00 "
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 143,616.00 "
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 71,808.00 "
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 574,464.00 "
GM 00644/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 143,616.00 "
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 574,464.00 "
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 502,656.00 "
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 172,339.20 "
GM 00643/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 1,220,736.00 "
GM 00642/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 157,977.60 "
GM 00641/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 00641/2021,UTI,NORDESTE,MA," R$ 1,584,000.00 "
GM 00641/2021,UTI,NORDESTE,PE," R$ 1,152,000.00 "
GM 00641/2021,UTI,NORDESTE,PI," R$ 960,000.00 "
GM 00641/2021,UTI,NORDESTE,RN," R$ 480,000.00 "
GM 00641/2021,UTI,SUDESTE,MG," R$ 11,856,000.00 "
GM 00641/2021,UTI,SUDESTE,SP," R$ 1,824,000.00 "
GM 00641/2021,UTI,SUL,RS," R$ 1,392,000.00 "
GM 00641/2021,UTI,CENTRO-OESTE,MS," R$ 1,152,000.00 "
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 57,446.40 "
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 57,446.40 "
GM 00640/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 1,393,075.20 "
GM 00639/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 143,616.00 "
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 933,504.00 "
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 143,616.00 "
GM 00638/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MS," R$ 229,785.60 "
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 57,446.40 "
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PB," R$ 229,785.60 "
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 86,169.60 "
GM 00637/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 100,531.20 "
GM 00635/2021,UTI,NORDESTE,SE," R$ 960,000.00 "
GM 00633/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 57,446.40 "
GM 00624/2021,UTI,NORDESTE,AL," R$ 432,000.00 "
GM 00624/2021,UTI,NORDESTE,CE," R$ 2,400,000.00 "
GM 00624/2021,UTI,NORDESTE,PI," R$ 2,640,000.00 "
GM 00624/2021,UTI,SUDESTE,ES," R$ 5,952,000.00 "
GM 00624/2021,UTI,SUDESTE,MG," R$ 2,400,000.00 "
GM 00624/2021,UTI,SUDESTE,RJ," R$ 5,472,000.00 "
GM 00624/2021,UTI,SUDESTE,SP," R$ 13,584,000.00 "
GM 00624/2021,UTI,SUL,PR," R$ 4,080,000.00 "
GM 00624/2021,UTI,SUL,RS," R$ 1,440,000.00 "
GM 00624/2021,UTI,SUL,SC," R$ 1,440,000.00 "
GM 00624/2021,UTI,CENTRO-OESTE,GO," R$ 720,000.00 "
GM 00624/2021,UTI,CENTRO-OESTE,MS," R$ 1,440,000.00 "
GM 00624/2021,UTI,CENTRO-OESTE,MT," R$ 4,032,000.00 "
GM 00623/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 00623/2021,UTI,NORDESTE,PB," R$ 1,440,000.00 "
GM 00623/2021,UTI,SUDESTE,ES," R$ 1,968,000.00 "
GM 00623/2021,UTI,SUDESTE,MG," R$ 2,832,000.00 "
GM 00623/2021,UTI,SUDESTE,RJ," R$ 2,496,000.00 "
GM 00623/2021,UTI,SUDESTE,SP," R$ 15,792,000.00 "
GM 00623/2021,UTI,SUL,PR," R$ 1,056,000.00 "
GM 00599/2021,UTI,SUDESTE,SP,"-R$ 1,152,000.00 "
GM 00598/2021,UTI,SUDESTE,MG,"-R$ 240,000.00 "
GM 00598/2021,UTI,SUDESTE,SP,"-R$ 1,344,000.00 "
GM 00598/2021,UTI,SUL,PR,"-R$ 960,000.00 "
GM 00598/2021,UTI,SUL,SC,"-R$ 960,000.00 "
GM 00568/2021,UTI,SUDESTE,MG," R$ 1,440,000.00 "
GM 00567/2021,UTI,NORDESTE,AL," R$ 480,000.00 "
GM 00567/2021,UTI,NORDESTE,BA," R$ 480,000.00 "
GM 00567/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 00567/2021,UTI,NORDESTE,MA," R$ 864,000.00 "
GM 00567/2021,UTI,NORDESTE,PE," R$ 7,104,000.00 "
GM 00567/2021,UTI,NORDESTE,SE," R$ 1,152,000.00 "
GM 00567/2021,UTI,SUDESTE,ES," R$ 1,872,000.00 "
GM 00567/2021,UTI,SUDESTE,MG," R$ 11,040,000.00 "
GM 00567/2021,UTI,SUDESTE,SP," R$ 6,768,000.00 "
GM 00567/2021,UTI,SUL,PR," R$ 1,392,000.00 "
GM 00567/2021,UTI,SUL,RS," R$ 3,792,000.00 "
GM 00567/2021,UTI,CENTRO-OESTE,GO," R$ 6,384,000.00 "
GM 00567/2021,UTI,CENTRO-OESTE,MS," R$ 4,368,000.00 "
GM 00567/2021,UTI,CENTRO-OESTE,MT," R$ 1,152,000.00 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORTE,AM," R$ 990,950.40 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,BA," R$ 545,740.80 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,MA," R$ 215,424.00 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,PI," R$ 43,084.80 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,NORDESTE,SE," R$ 1,005,312.00 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,MG," R$ 7,654,732.80 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,RJ," R$ 2,326,579.20 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUDESTE,SP," R$ 8,358,451.20 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,RS," R$ 1,034,035.20 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,SUL,SC," R$ 1,421,798.40 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,DF," R$ 1,967,539.20 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,GO," R$ 1,349,990.40 "
GM 00561/2021,LEITO COM SUPORTE VENTILATÓRIO PULMONAR,CENTRO-OESTE,MT," R$ 373,401.60 "
GM 00559/2021,UTI,NORTE,PA," R$ 336,000.00 "
GM 00559/2021,UTI,NORTE,RR," R$ 1,344,000.00 "
GM 00559/2021,UTI,NORTE,TO," R$ 480,000.00 "
GM 00559/2021,UTI,NORDESTE,AL," R$ 6,768,000.00 "
GM 00559/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 00559/2021,UTI,NORDESTE,MA," R$ 1,488,000.00 "
GM 00559/2021,UTI,NORDESTE,PI," R$ 432,000.00 "
GM 00559/2021,UTI,SUDESTE,MG," R$ 1,728,000.00 "
GM 00559/2021,UTI,SUDESTE,RJ," R$ 16,848,000.00 "
GM 00559/2021,UTI,SUDESTE,SP," R$ 288,000.00 "
GM 00559/2021,UTI,SUL,PR," R$ 7,728,000.00 "
GM 00559/2021,UTI,SUL,RS," R$ 2,592,000.00 "
GM 00559/2021,UTI,CENTRO-OESTE,MS," R$ 240,000.00 "
GM 00559/2021,UTI,CENTRO-OESTE,MT," R$ 3,264,000.00 "
GM 00558/2021,UTI,NORTE,AM," R$ 2,160,000.00 "
GM 00558/2021,UTI,NORDESTE,AL," R$ 480,000.00 "
GM 00558/2021,UTI,NORDESTE,PE," R$ 11,328,000.00 "
GM 00558/2021,UTI,SUDESTE,MG," R$ 5,280,000.00 "
GM 00558/2021,UTI,SUDESTE,SP," R$ 288,000.00 "
GM 00558/2021,UTI,SUL,PR," R$ 144,000.00 "
GM 00558/2021,UTI,SUL,SC," R$ 288,000.00 "
GM 00558/2021,UTI,CENTRO-OESTE,GO," R$ 10,320,000.00 "
GM 00558/2021,UTI,CENTRO-OESTE,MT," R$ 432,000.00 "
GM 00518/2021,UTI,NORTE,AM," R$ 1,440,000.00 "
GM 00518/2021,UTI,NORDESTE,BA," R$ 480,000.00 "
GM 00518/2021,UTI,NORDESTE,CE," R$ 480,000.00 "
GM 00518/2021,UTI,NORDESTE,PE," R$ 720,000.00 "
GM 00518/2021,UTI,NORDESTE,RN," R$ 240,000.00 "
GM 00518/2021,UTI,SUDESTE,ES," R$ 240,000.00 "
GM 00518/2021,UTI,SUDESTE,SP," R$ 2,832,000.00 "
GM 00518/2021,UTI,SUL,PR," R$ 8,928,000.00 "
GM 00518/2021,UTI,SUL,SC," R$ 8,256,000.00 "
GM 00518/2021,UTI,CENTRO-OESTE,DF," R$ 2,400,000.00 "
GM 00518/2021,UTI,CENTRO-OESTE,GO," R$ 1,344,000.00 "
GM 00518/2021,UTI,CENTRO-OESTE,MT," R$ 5,520,000.00 "
GM 00501/2021,UTI,NORTE,AC," R$ 480,000.00 "
GM 00501/2021,UTI,NORTE,AP," R$ 3,168,000.00 "
GM 00501/2021,UTI,NORTE,RO," R$ 4,944,000.00 "
GM 00501/2021,UTI,NORTE,RR," R$ 2,976,000.00 "
GM 00501/2021,UTI,NORTE,TO," R$ 480,000.00 "
GM 00501/2021,UTI,NORDESTE,AL," R$ 336,000.00 "
GM 00501/2021,UTI,NORDESTE,CE," R$ 25,296,000.00 "
GM 00501/2021,UTI,NORDESTE,PB," R$ 1,584,000.00 "
GM 00501/2021,UTI,NORDESTE,RN," R$ 3,984,000.00 "
GM 00501/2021,UTI,NORDESTE,SE," R$ 1,200,000.00 "
GM 00501/2021,UTI,SUDESTE,ES," R$ 1,056,000.00 "
GM 00501/2021,UTI,SUDESTE,MG," R$ 13,392,000.00 "
GM 00501/2021,UTI,SUDESTE,RJ," R$ 960,000.00 "
GM 00501/2021,UTI,SUL,PR," R$ 4,944,000.00 "
GM 00501/2021,UTI,SUL,SC," R$ 4,992,000.00 "
GM 00501/2021,UTI,CENTRO-OESTE,DF," R$ 1,920,000.00 "
GM 00501/2021,UTI,CENTRO-OESTE,MS," R$ 240,000.00 "
GM 00499/2021,UTI,NORDESTE,BA," R$ 16,992,000.00 "
GM 00499/2021,UTI,NORDESTE,MA," R$ 13,392,000.00 "
GM 00499/2021,UTI,NORDESTE,PI," R$ 8,592,000.00 "
GM 00499/2021,UTI,SUDESTE,SP," R$ 480,000.00 "
GM 00499/2021,UTI,SUL,RS," R$ 21,984,000.00 "
GM 00480/2020,PANDEMIA,NORTE,AC," R$ 2,434,334.96 "
GM 00480/2020,PANDEMIA,NORTE,AM," R$ 11,913,752.77 "
GM 00480/2020,PANDEMIA,NORTE,AP," R$ 2,358,393.28 "
GM 00480/2020,PANDEMIA,NORTE,PA," R$ 24,336,881.33 "
GM 00480/2020,PANDEMIA,NORTE,RO," R$ 5,243,949.38 "
GM 00480/2020,PANDEMIA,NORTE,RR," R$ 1,535,076.97 "
GM 00480/2020,PANDEMIA,NORTE,TO," R$ 4,509,821.76 "
GM 00480/2020,PANDEMIA,NORDESTE,AL," R$ 9,700,680.32 "
GM 00480/2020,PANDEMIA,NORDESTE,BA," R$ 44,054,683.77 "
GM 00480/2020,PANDEMIA,NORDESTE,CE," R$ 25,998,668.24 "
GM 00480/2020,PANDEMIA,NORDESTE,MA," R$ 20,175,480.46 "
GM 00480/2020,PANDEMIA,NORDESTE,PB," R$ 11,605,736.52 "
GM 00480/2020,PANDEMIA,NORDESTE,PE," R$ 27,324,502.84 "
GM 00480/2020,PANDEMIA,NORDESTE,PI," R$ 9,198,707.30 "
GM 00480/2020,PANDEMIA,NORDESTE,RN," R$ 10,164,228.77 "
GM 00480/2020,PANDEMIA,NORDESTE,SE," R$ 6,640,085.23 "
GM 00480/2020,PANDEMIA,SUDESTE,ES," R$ 11,674,369.71 "
GM 00480/2020,PANDEMIA,SUDESTE,MG," R$ 60,799,179.76 "
GM 00480/2020,PANDEMIA,SUDESTE,RJ," R$ 48,061,478.39 "
GM 00480/2020,PANDEMIA,SUDESTE,SP," R$ 130,313,219.50 "
